Abbas_X	Abbasid_N
celery_N	celerylike_A
celery_N	celtuce_N
cell_N	cellblock_N
cell_N	cellbound_A
cell_N	cellmate_N
cellular_A	acellular_A
cellular_A	adipocellular_A
cellular_A	aerocellular_A
cellular_A	basocellular_A
cellular_A	bicellular_A
cellular_A	cellularisation_N
cellular_A	cellularity_N
cellular_A	cellularization_N
cellular_A	cellularize_V
cellular_A	cellularly_D
cellular_A	cholangiocellular_A
cellular_A	circumcellular_A
cellular_A	cylindrocellular_A
cellular_A	endocellular_A
cellular_A	epicellular_A
cellular_A	exocellular_A
cellular_A	extracellular_A
cellular_A	fibrinocellular_A
cellular_A	fibrocellular_A
cellular_A	hepatocellular_A
cellular_A	heterocellular_A
cellular_A	homocellular_A
cellular_A	hypercellular_A
cellular_A	hypocellular_A
cellular_A	intercellular_A
cellular_A	intracellular_A
cellular_A	isocellular_A
cellular_A	juxtacellular_A
cellular_A	koniocellular_A
cellular_A	macrocellular_A
cellular_A	magnocellular_A
cellular_A	microcellular_A
cellular_A	monocellular_A
cellular_A	multicellular_A
cellular_A	myocellular_A
cellular_A	nevocellular_A
cellular_A	noncellular_A
cellular_A	normocellular_A
cellular_A	octocellular_A
cellular_A	oligocellular_A
cellular_A	pancellular_A
cellular_A	paracellular_A
cellular_A	parvicellular_A
cellular_A	parvocellular_A
cellular_A	paucicellular_A
cellular_A	pericellular_A
cellular_A	picocellular_A
cellular_A	pleocellular_A
cellular_A	pluricellular_A
cellular_A	precellular_A
cellular_A	quadricellular_A
cellular_A	serocellular_A
cellular_A	squamocellular_A
cellular_A	subcellular_A
cellular_A	supracellular_A
cellular_A	transcellular_A
cellular_A	tricellular_A
cellular_A	ultracellular_A
cellular_A	unicellular_A
cellulose_N	cellophane_N
cellulose_N	cellucotton_N
cellulose_N	cellulosic_A
cellulose_N	ethylcellulose_N
cellulose_N	hemicellulose_N
cellulose_N	hydrocellulose_N
cellulose_N	hydroxypropylmethylcellulose_N
cellulose_N	lignocellulose_N
cellulose_N	methylcellulose_N
cellulose_N	nitrocellulose_N
cellulose_N	noncellulose_A
cellulose_N	oxycellulose_N
cellulose_N	pectocellulose_N
cellulose_N	phosphocellulose_N
cellulose_N	pyrocellulose_N
celoma_N	celomatic_A
censually_D	intercensually_X
centennial_A	multicentennial_A
center_N	Centerville_X
center_N	centerpiece_N
central_A	centralisation_N
central_A	centralise_V
central_A	centrality_N
central_A	centrally_D
central_A	centralness_N
centre_N	Centreville_X
centre_N	centreboard_N
centre_N	centrefold_N
centre_N	centrepiece_N
centricon_N	microcentricon_X
centriolar_A	acentriolar_A
centriolar_A	pericentriolar_A
centriole_N	centriogenesis_N
centripetal_A	centripetalism_N
centripetal_A	centripetally_D
centripetal_A	subcentripetal_A
centroblast_N	centroblastic_A
centromere_N	holocentromere_X
cephalic_A	acephalic_A
cephalic_A	acrocephalic_N
cephalic_A	autocephalic_A
cephalic_A	brachycephalic_A
cephalic_A	caudocephalic_A
cephalic_A	cervicocephalic_A
cephalic_A	dicephalic_A
cephalic_A	dolichocephalic_A
cephalic_A	extracephalic_A
cephalic_A	hippocephalic_A
cephalic_A	mecocephalic_A
cephalic_A	mesocephalic_A
cephalic_A	oculocephalic_A
cephalic_A	orthocephalic_A
cephalic_A	platycephalic_A
cephalic_A	procephalic_A
cephalic_A	supracephalic_A
cephalic_A	tricephalic_A
cercal_A	hypocercal_A
cerebellar_A	acerebellar_A
cerebellar_A	cerebrocerebellar_A
cerebellar_A	corticocerebellar_A
cerebellar_A	corticothalamocerebellar_A
cerebellar_A	cuneocerebellar_A
cerebellar_A	extracerebellar_A
cerebellar_A	frontocerebellar_A
cerebellar_A	hypothalamocerebellar_A
cerebellar_A	intracerebellar_A
cerebellar_A	neocerebellar_A
cerebellar_A	noncerebellar_A
cerebellar_A	olivocerebellar_A
cerebellar_A	palaeocerebellar_A
cerebellar_A	pontocerebellar_A
cerebellar_A	precerebellar_A
cerebellar_A	spinocerebellar_A
cerebellar_A	transcerebellar_A
cerebellar_A	trigeminocerebellar_A
cerebellar_A	vestibulocerebellar_A
cerebellum_N	archicerebellum_N
cerebellum_N	cerebellar_A
cerebellum_N	neocerebellum_N
cerebellum_N	paleocerebellum_N
cerebellum_N	spinocerebellum_N
cerebellum_N	vestibulocerebellum_N
cerebralize_V	cerebralization_X
ceremony_N	ceremonial_A
ceremony_N	ceremonialism_N
ceremony_N	ceremonially_D
ceremony_N	ceremonialness_N
ceremony_N	ceremoniless_A
ceremony_N	ceremonious_A
ceremony_N	ceremoniously_D
ceremony_N	ceremoniousness_N
cervical_A	cervically_D
cervical_A	costocervical_A
cervical_A	dorsocervical_A
cervical_A	ectocervical_A
cervical_A	endocervical_A
cervical_A	exocervical_A
cervical_A	intracervical_A
cervical_A	laterocervical_A
cervical_A	noncervical_A
cervical_A	paracervical_A
cervical_A	postcervical_A
cervical_A	supracervical_A
cervical_A	thyrocervical_A
cervical_A	transcervical_A
cervical_A	uterocervical_A
cervical_A	vaginocervical_A
chain_N	antichain_N
chain_N	chaincase_N
chain_N	chainlink_N
chain_N	chainmail_N
chain_N	chainman_N
chain_N	chainplate_N
chain_N	chainring_N
chain_N	chainsaw_N
chain_N	chainsmoking_V
chain_N	heterochain_N
chain_N	hogchain_N
chain_N	homochain_N
chain_N	interchain_A
chain_N	intrachain_A
chain_N	keychain_N
chain_N	megachain_N
chain_N	sidechain_N
chain_N	subchain_N
chain_N	toolchain_N
chair_N	armchair_N
chair_N	chairman_N
chair_N	chairness_N
chair_N	chairperson_N
chair_N	chairwoman_N
chair_N	wheelchair_N
chalcid_N	chalcidology_N
chalcogenide_N	dichalcogenide_N
chalcogenide_N	monochalcogenide_N
chalcogenide_N	oxychalcogenide_N
chalcogenide_N	trichalcogenide_N
challenge_N	challengeable_A
challenge_N	challenged_V
challenge_N	challengee_N
challenge_N	challenger_N
challenge_N	challengest_V
challenge_N	challengeth_V
challenge_N	counterchallenge_N
challenge_N	dechallenge_V
challenge_N	megachallenge_N
challenge_N	mischallenge_N
challenge_N	multichallenger_A
challenge_N	nonchallenge_N
challenge_N	overchallenge_V
challenge_N	postchallenge_A
challenge_N	prechallenge_X
challenge_N	rechallenge_V
challenge_N	subchallenge_N
challenge_N	superchallenge_N
challenge_N	unchallengeable_A
challenge_N	unchallengeably_D
challenge_N	unchallenged_A
challenge_N	underchallenge_V
chamber_N	chamberlain_N
chamber_N	chambermaid_N
changeable_A	changeability_N
changeable_A	changeableness_N
changeable_A	changeably_D
changeable_A	unchangeable_A
changer_N	autochanger_N
changer_N	gamechanger_N
changer_N	namechanger_N
changer_N	shapechanger_N
changing_N	everchanging_A
changing_N	lifechanging_A
changing_N	unchanging_A
channer_N	channery_A
chaos_N	chaotic_A
chaperone_N	chaperome_N
chaperone_N	chaperonic_A
character_N	characteristic_A
character_N	characterless_A
charango_N	charangon_N
charango_N	charanguista_N
charivaric_A	charivarically_D
charm_N	charmer_N
charm_N	charming_A
charm_N	charmless_A
chart_N	charticle_N
chart_N	chartjunk_N
chart_N	chartless_A
chart_N	chartometer_N
chart_N	chartroom_N
chart_N	flipchart_N
chart_N	wallchart_N
chast_V	chastness_N
chat_V	backchat_N
chat_V	chatbox_N
chat_V	chatroom_N
chat_V	chatteration_N
chat_V	chatterer_N
chat_V	chatterish_A
chat_V	chattily_D
chat_V	chattiness_N
chat_V	chatty_A
chat_V	chitchat_N
chat_V	stonechat_N
chat_V	whinchat_N
cheat_V	cheater_N
cheat_V	cheating_V
cheat_V	windcheater_N
cheese_N	cheeseboard_N
cheese_N	cheeseburger_N
cheese_N	cheesecake_N
cheese_N	cheesecloth_N
cheese_N	cheesecutter_X
cheese_N	cheesed_V
cheese_N	cheesehopper_X
cheese_N	cheeseling_X
cheese_N	cheesemaker_N
cheese_N	cheesemeister_N
cheese_N	cheesemonger_N
cheese_N	cheesen_N
cheese_N	cheeseparing_V
cheese_N	cheeser_N
cheese_N	cheesery_N
cheese_N	cheesewire_N
cheese_N	cheesewood_N
cheese_N	cheesine_X
cheese_N	cheesing_V
cheese_N	cheesy_A
cheese_N	headcheese_N
cheese_N	nipcheese_N
chela_N	chelate_A
chelatase_N	dechelatase_N
chemoluminescence_N	electrochemoluminescence_N
cherish_V	cherishable_A
cherish_V	cherished_A
cherish_V	cherisher_N
cherish_V	cherishing_V
cherish_V	cherishingly_D
cherish_V	cherishly_X
cherish_V	cherishment_N
cherish_V	uncherished_A
chert_N	chertification_X
chert_N	chertified_A
chest_N	chestless_A
chest_N	chestlike_A
chest_N	chestnut_N
chest_N	chesty_A
chest_N	coolchest_N
chiasma_N	prechiasmal_A
chiasmatic_A	achiasmatic_A
chiasmatic_A	postchiasmatic_A
chiasmatic_A	prechiasmatic_A
chiasmatic_A	retrochiasmatic_A
chiasmatic_A	suprachiasmatic_A
chief_N	chiefess_N
chief_N	en_N
child_N	childhood_N
child_N	childish_A
child_N	childless_A
child_N	childlike_A
child_N	en_N
child_N	lovechild_N
child_N	manchild_N
child_N	schoolchild_N
chitarrone_N	chitarronist_N
chitin_N	chitinaceous_A
chitin_N	chitinase_N
chitin_N	chitinization_N
chitin_N	chitinlike_A
chitin_N	chitinoid_A
chitin_N	chitinolysis_N
chitin_N	chitinous_A
chitin_N	lipochitin_N
chitin_N	polychitin_N
chitosan_N	chitosanase_N
chitosan_N	chitosanolytic_A
chloracne_N	chloracnegen_N
chloral_N	chloralamide_N
chloral_N	chloralism_N
chloral_N	metachloral_N
chloroform_N	chloroformer_N
chloroform_N	chloroformism_N
chloroform_N	chloroformist_N
chloroform_N	deuterochloroform_N
chloroform_N	methylchloroform_N
chloroform_N	nitrochloroform_N
chlorophenol_N	chlorophenyl_N
chlorophyll_N	bacteriochlorophyll_N
chock_N	chockablock_A
chock_N	chockstone_N
cholera_N	choleraic_A
cholera_N	choleroid_A
cholesterol_N	acetoxycholesterol_N
cholesterol_N	anticholesterol_A
cholesterol_N	bromocholesterol_N
cholesterol_N	chlorocholesterol_N
cholesterol_N	cholesterolemia_N
cholesterol_N	cholesterolosis_N
cholesterol_N	dehydrocholesterol_N
cholesterol_N	epoxycholesterol_N
cholesterol_N	hydroxycholesterol_N
cholesterol_N	iodocholesterol_N
cholesterol_N	ketocholesterol_N
cholesterol_N	noncholesterol_A
cholesterol_N	oxocholesterol_N
cholesterol_N	trihydroxycholesterol_N
choline_N	acetylcholine_N
choline_N	arsenocholine_N
choline_N	benzoylcholine_N
choline_N	butyrylcholine_N
choline_N	carbamoylcholine_N
choline_N	cholinergic_A
choline_N	cholinester_N
choline_N	cholinesterase_N
choline_N	hemicholine_N
choline_N	methacholine_N
choline_N	phosphatidylcholine_N
choline_N	phosphocholine_N
choline_N	phosphorylcholine_N
choline_N	thiocholine_N
chondral_A	costochondral_A
chondral_A	endochondral_A
chondral_A	interchondral_A
chondral_A	intrachondral_A
chondral_A	osteochondral_A
chondral_A	perichondral_A
chondral_A	subchondral_A
chondral_A	vertebrochondral_A
chorionated_A	dechorionated_A
choroid_N	choroidal_A
choroid_N	choroiditis_N
choroid_N	choroidopathy_N
choroid_N	choroidoretinitis_N
choroid_N	choroidoscleral_A
choroid_N	suprachoroid_A
chromane_N	isochromane_N
chromane_N	thiochromane_N
chromate_N	bichromate_N
chromate_N	chlorochromate_N
chromate_N	dichromate_N
chromate_N	metachromate_X
chromate_N	monochromate_X
chromate_N	trichromate_N
chromatic_A	achromatic_A
chromatic_A	allochromatic_A
chromatic_A	bichromatic_A
chromatic_A	biochromatic_A
chromatic_A	chromatical_A
chromatic_A	chromatically_D
chromatic_A	chromaticism_N
chromatic_A	chromaticity_N
chromatic_A	chromaticness_N
chromatic_A	homochromatic_A
chromatic_A	hyperchromatic_A
chromatic_A	isochromatic_A
chromatic_A	lithochromatic_A
chromatic_A	monochromatic_A
chromatic_A	multichromatic_A
chromatic_A	nonchromatic_A
chromatic_A	normochromatic_A
chromatic_A	orthochromatic_A
chromatic_A	panchromatic_A
chromatic_A	photochromatic_A
chromatic_A	polychromatic_A
chromatic_A	tetrachromatic_A
chromatic_A	thermochromatic_A
chromatic_A	trichromatic_A
chromatic_A	xanthochromatic_A
chromene_N	chromenone_N
chromene_N	isochromene_N
chromidium_N	chromidial_A
chromium_N	chromiferous_A
chromium_N	ferrochromium_N
chronology_N	astrochronology_N
chronology_N	biochronology_N
chronology_N	chronological_A
chronology_N	chronologically_D
chronology_N	chronologicity_N
chronology_N	cosmochronology_N
chronology_N	dendrochronology_N
chronology_N	geochronology_N
chronology_N	glottochronology_N
chronology_N	gyrochronology_N
chronology_N	magnetochronology_N
chronology_N	mensiochronology_N
chronology_N	nucleocosmochronology_N
chronology_N	ptilochronology_N
chronology_N	radiochronology_N
chronology_N	sclerochronology_N
chronology_N	skeletochronology_N
chronology_N	synchronology_N
chronology_N	tephrochronology_N
chronology_N	thermochronology_N
chronometer_N	biochronometer_N
chronometer_N	cosmochronometer_N
chronometer_N	geochronometer_N
chronometer_N	microchronometer_N
chronometer_N	pantochronometer_N
church_N	Churchianity_N
church_N	churchgoer_N
church_N	churchless_A
church_N	churchlike_A
church_N	churchly_A
church_N	churchman_N
church_N	churchmouse_N
church_N	churchperson_N
church_N	churchplanter_N
church_N	churchward_N
church_N	churchwarden_N
church_N	churchwoman_N
church_N	churchy_A
church_N	churchyard_N
church_N	megachurchlookfrom_X
cigar_N	cigarless_A
cigar_N	cigarlike_A
cigar_N	cigarmaker_N
cigar_N	cigarmaking_N
cinnoline_N	bromocinnoline_N
cinnoline_N	butylcinnoline_N
cinnoline_N	dibromocinnoline_N
cinnoline_N	diethynylcinnoline_N
cinnoline_N	methylcinnoline_N
cirrhosis_N	cirrhosed_X
cirrhosis_N	cirrhotic_A
cirrhosis_N	hepatocirrhosis_N
cirrhosis_N	pseudocirrhosis_N
cisterna_N	intercisternal_A
cisternal_A	intercisternal_A
cisternal_A	tubulocisternal_A
city_N	citify_V
city_N	citizen_N
city_N	cityscape_N
city_N	citywide_A
city_N	megacity_N
clad_V	beclad_A
clad_V	heathclad_A
clad_V	ironclad_A
clad_V	mailclad_A
clad_V	overclad_A
clad_V	reclad_V
clad_V	semiclad_A
clad_V	skyclad_A
clad_V	snowclad_A
clad_V	tinclad_A
clad_V	unclad_A
clad_V	underclad_A
cladistic_A	precladistic_A
clairvoyant_A	nonclairvoyant_A
clairvoyant_A	semiclairvoyant_A
class_N	subclass_N
class_N	superclass_N
classeme_N	classemic_A
classical_A	anteclassical_A
classical_A	anticlassical_A
classical_A	classicalist_N
classical_A	classicality_N
classical_A	classicalization_N
classical_A	classicalize_V
classical_A	classically_D
classical_A	classicalness_N
classical_A	epiclassical_A
classical_A	neoclassical_A
classical_A	nonclassical_A
classical_A	paleoclassical_A
classical_A	preclassical_A
classical_A	pseudoclassical_A
classical_A	quasiclassical_A
classical_A	semiclassical_A
classical_A	superclassical_A
classical_A	unclassical_A
clause_N	subclause_N
clay_N	clayen_A
clay_N	clayey_A
clay_N	claying_V
clay_N	claymation_N
clear_A	clearly_D
clear_A	clearness_N
cleft_N	cleftgraft_V
cleft_N	noncleft_A
cleft_N	pseudocleft_A
cleft_N	uncleft_A
client_N	clientdom_N
client_N	cliented_A
client_N	clienthood_N
client_N	clientish_A
client_N	clientless_A
client_N	clientlike_A
client_N	cliently_A
client_N	clientness_N
client_N	clientship_N
client_N	clientworthy_A
climacteric_A	postclimacteric_A
climacteric_A	preclimacteric_A
clip_V	hairclip_N
clique_N	biclique_N
clique_N	cliqueless_A
clique_N	cliquey_A
clique_N	coclique_N
clique_N	hyperclique_N
clock_N	clockcase_N
clock_N	clockhouse_X
clock_N	clockless_A
clock_N	clocklike_A
clock_N	clockmaker_N
clock_N	clockpunk_N
clock_N	clockspring_N
clock_N	clockward_D
clock_N	clockweight_N
clock_N	clockwinder_N
clock_N	clockwise_D
clock_N	clockwork_N
clock_N	o'clock_D
clonal_A	biclonal_A
clonal_A	semiclonal_A
clonal_A	uniclonal_A
clonogenic_A	clonogenics_N
clonus_N	clonic_A
close_V	autoclosing_V
cloud_N	thundercloud_N
cloudless_A	cloudlessly_D
cloudless_A	cloudlessness_N
coagulable_A	hypercoagulable_A
coagulable_A	hypocoagulable_A
coagulable_A	incoagulable_A
coagulable_A	noncoagulable_A
coagulable_A	uncoagulable_A
coagulation_N	anticoagulation_N
coagulation_N	electrocoagulation_N
coagulation_N	hypercoagulation_N
coagulation_N	noncoagulation_N
coagulation_N	photocoagulation_N
coagulation_N	procoagulation_N
coagulation_N	thermocoagulation_N
coal_N	Coalgate_X
coal_N	Coalville_X
coal_N	coalboy_X
coalescence_N	electrocoalescence_N
coalescence_N	incoalescence_N
coalescence_N	recoalescence_N
coast_N	coastal_A
coast_N	coaster_N
coast_N	coastguard_N
coast_N	coastland_N
coast_N	coastline_N
coast_N	coastward_A
coast_N	coastwatcher_N
coast_N	coastwise_A
cobalt_N	cobalamin_N
cobalt_N	cobaltamine_X
cobalt_N	cobaltammine_X
cobalt_N	cobaltarthurite_N
cobalt_N	cobaltaustinite_N
cobalt_N	cobaltian_A
cobalt_N	cobaltic_A
cobalt_N	cobaltiferous_A
cobalt_N	cobaltite_N
cobalt_N	cobaltkieserite_N
cobalt_N	cobaltkoritnigite_N
cobalt_N	cobaltlotharmeyerite_N
cobalt_N	cobaltoan_A
cobalt_N	cobaltocene_N
cobalt_N	cobaltocheletase_X
cobalt_N	cobaltomenite_N
cobalt_N	cobaltous_A
cobalt_N	cobalttsumcorite_N
cobalt_N	cobamide_X
cobalt_N	cobinamide_N
cobalt_N	dicobalt_N
cobalt_N	luteocobalt_N
cobalt_N	noncobalt_A
cobalt_N	organocobalt_A
cobalt_N	praseocobalt_N
cobalt_N	purpureocobalt_N
cobalt_N	radiocobalt_N
cobalt_N	telecobalt_N
cobalt_N	tricobalt_N
cobordism_N	endocobordism_N
coccolithophore_N	coccolith_N
cochlear_A	cochlearly_D
cochlear_A	intracochlear_A
cochlear_A	noncochlear_A
cochlear_A	postcochlear_A
cochlear_A	sacculocochlear_A
cochlear_A	vestibulocochlear_A
cock_N	cockbulge_N
cock_N	cockchafer_N
cock_N	cockcrow_N
cock_N	cocker_N
cock_N	cockeyed_A
cock_N	cockfight_N
cock_N	cockfighting_N
cock_N	cockflesh_N
cock_N	cockloft_N
cock_N	cockmeat_N
cock_N	cockpit_N
cock_N	cocksure_A
cock_N	cocktease_N
cock_N	cockteaser_N
cock_N	cocktip_N
cock_N	cocky_N
cock_N	gamecock_N
cock_N	uncockable_X
cock_N	weathercock_N
cock_N	woodcock_N
code_N	Unicode_X
code_N	barcode_N
code_N	bytecode_N
code_N	codebook_N
code_N	coder_N
code_N	codestream_N
code_N	codeword_N
code_N	opcode_N
codger_N	codgerhood_N
codger_N	codgerly_A
codger_N	codgy_A
coercion_N	coercionary_A
coercion_N	coercionist_N
coffee_N	coffeehouse_N
coffee_N	en_N
coitional_A	precoitional_A
colectomy_N	colorectomy_N
colicin_N	colicinogenic_A
collagen_N	atelocollagen_N
collagen_N	collagenase_N
collagen_N	collagenation_N
collagen_N	collageneous_A
collagen_N	collagenic_A
collagen_N	collagenization_N
collagen_N	collagenolysis_N
collagen_N	collagenolytic_A
collagen_N	collagenopathy_N
collagen_N	collagenosis_N
collagen_N	collagenous_A
collagen_N	procollagen_N
collagen_N	tropocollagen_N
collar_N	collarbone_N
collective_A	collectively_D
collective_A	collectiveness_N
collective_A	hypercollective_X
colligation_N	colligational_A
collinear_A	acollinear_A
collinear_A	bicollinear_A
collinear_A	collinearity_N
collinear_A	collinearly_D
collinear_A	multicollinear_A
collinear_A	noncollinear_A
collision_N	collisional_A
colluding_V	noncolluding_A
colonial_A	anticolonial_A
colonial_A	colonialise_V
colonial_A	colonialism_N
colonial_A	colonialist_A
colonial_A	colonialistic_A
colonial_A	colonialistically_D
colonial_A	coloniality_N
colonial_A	colonialize_V
colonial_A	colonially_D
colonial_A	colonialness_N
colonial_A	decolonial_A
colonial_A	intercolonial_A
colonial_A	intracolonial_A
colonial_A	neocolonial_A
colonial_A	noncolonial_A
colonial_A	postcolonial_A
colonial_A	precolonial_A
colonial_A	semicolonial_A
colonial_A	supercolonial_A
colonial_A	unicolonial_A
colonic_A	cholecystocolonic_A
colonic_A	extracolonic_A
colonic_A	ileocolonic_A
colonic_A	intracolonic_A
colonic_A	mesocolonic_A
colonic_A	noncolonic_A
colonic_A	pancolonic_A
colonic_A	pericolonic_A
colonization_N	Cocacolonization_N
colonization_N	anticolonization_A
colonization_N	cocolonization_N
colonization_N	colonizationism_N
colonization_N	colonizationist_N
colonization_N	decolonization_N
colonization_N	hypercolonization_N
colonization_N	monocolonization_N
colonization_N	recolonization_N
colony_N	colonial_A
colony_N	colonialism_N
colony_N	colonist_N
colony_N	colonyhood_N
color_N	Technicolor_N
color_N	anticolor_N
color_N	bicolor_A
color_N	bodycolor_N
color_N	colored_A
color_N	colorfast_A
color_N	colorfastness_N
color_N	colorful_A
color_N	coloriferous_A
color_N	colorification_N
color_N	colorimeter_N
color_N	colorism_N
color_N	colorist_N
color_N	coloristic_A
color_N	colorize_V
color_N	colorless_A
color_N	colormaker_N
color_N	colorman_N
color_N	colormap_N
color_N	colorology_N
color_N	colorous_A
color_N	colorphobia_N
color_N	colorphobic_A
color_N	colorpuncture_N
color_N	colors_N
color_N	colorsome_A
color_N	colorway_N
color_N	colorwise_D
color_N	colorwork_N
color_N	discoloration_N
color_N	forecolor_N
color_N	hypercolor_N
color_N	monocolor_A
color_N	multicolor_A
color_N	multicolored_A
color_N	noncolor_N
color_N	pseudocolor_N
color_N	technicolored_A
color_N	topcolor_N
color_N	tricolor_A
color_N	undercolor_N
color_N	unicolor_A
color_N	watercolor_N
column_N	nanocolumn_N
column_N	supercolumn_X
coma_N	comalike_A
coma_N	comatic_A
coma_N	precoma_N
coma_N	pseudocoma_N
coma_N	semicoma_N
come_V	become_V
come_V	comedown_N
come_V	downcome_N
come_V	en_N
come_V	forthcome_V
come_V	oncome_V
come_V	oncoming_N
come_V	upcome_V
come_V	upcoming_A
comedo_N	comedocarcinoma_N
comedo_N	comedogen_N
comedo_N	comedogenic_A
comedo_N	comedolytic_A
comedo_N	comedonal_A
comedo_N	comedonecrotic_A
comedone_N	microcomedone_N
comet_N	cometarium_N
comet_N	cometary_A
comet_N	cometesimal_A
comet_N	cometic_A
comet_N	cometless_A
comet_N	cometlike_A
comet_N	cometocentric_A
comet_N	cometography_N
comet_N	cometoid_X
comet_N	cometology_N
comet_N	exocomet_N
comma_N	commaless_A
commensalism_N	commensalistic_A
commensalism_N	ectocommensalism_N
commensalism_N	endocommensalism_X
commentary_N	supercommentary_N
commissive_A	commissively_D
commissure_N	commissural_A
commissure_N	commissuroplasty_N
commissure_N	commissurotomy_N
commissure_N	medicommissure_N
commissure_N	postcommissure_N
commissure_N	precommissure_N
committee_N	committeeing_N
committee_N	committeeman_N
committee_N	committeepeople_N
committee_N	committeeperson_N
committee_N	committeeship_N
committee_N	committeewoman_N
committee_N	multicommittee_A
committee_N	subcommittee_N
commoditize_V	commoditization_N
communal_A	bicommunal_A
communal_A	communalise_V
communal_A	communalism_N
communal_A	communalistic_A
communal_A	communality_N
communal_A	communalize_V
communal_A	communally_D
communal_A	ecocommunal_A
communal_A	intercommunal_A
communal_A	intracommunal_A
communal_A	multicommunal_A
communal_A	noncommunal_A
communal_A	pseudocommunal_A
communicative_A	communicatively_D
communicative_A	communicativeness_N
communicative_A	incommunicative_A
communicative_A	intercommunicative_A
communicative_A	metacommunicative_A
communicative_A	miscommunicative_A
communicative_A	noncommunicative_A
communicative_A	uncommunicative_A
community_N	anticommunity_A
community_N	biocommunity_N
community_N	communitarian_A
community_N	communitarianism_N
community_N	communitization_N
community_N	communitywide_A
community_N	communitywise_A
community_N	cybercommunity_N
community_N	intracommunity_A
community_N	microcommunity_N
community_N	noncommunity_A
community_N	paleocommunity_N
community_N	pseudocommunity_N
community_N	subcommunity_N
commutative_A	commutativity_N
commute_V	commutation_N
commute_V	commutative_A
commuter_N	commuterliner_N
commuter_N	cybercommuter_N
commuter_N	noncommuter_N
commuter_N	supercommuter_N
company_N	intracompany_A
comparative_A	comparatively_D
comparative_A	comparativeness_N
comparative_A	comparativism_N
comparative_A	comparativist_N
comparative_A	comparativistic_X
compass_N	astrocompass_N
compass_N	gyrocompass_N
compensation_N	anticompensation_A
compensation_N	compensational_A
compensation_N	decompensation_N
compensation_N	hypercompensation_N
compensation_N	overcompensation_N
compensation_N	precompensation_N
compensation_N	recompensation_N
compensation_N	supercompensation_N
complete_V	completely_D
complete_V	completeness_N
complete_V	completion_N
complete_V	completist_N
compounder_N	noncompounder_N
compulsive_A	compulsively_D
compulsive_A	compulsiveness_N
compulsive_A	noncompulsive_A
computer_N	computerise_V
concatenate_V	deconcatenate_V
conceit_N	conceited_A
conceit_N	conceitedly_D
conceit_N	conceitedness_N
conceptual_A	aconceptual_X
conceptual_A	anticonceptual_A
conceptual_A	biconceptual_A
conceptual_A	conceptualism_N
conceptual_A	conceptualist_N
conceptual_A	conceptuality_N
conceptual_A	conceptualize_V
conceptual_A	conceptually_D
conceptual_A	metaconceptual_A
conceptual_A	nonconceptual_A
conceptual_A	periconceptual_A
conceptual_A	photoconceptual_A
conceptual_A	postconceptual_A
conceptual_A	preconceptual_A
conceptual_A	subconceptual_A
conceptualism_N	anticonceptualism_N
conceptualism_N	neoconceptualism_N
conceptualism_N	nonconceptualism_N
conceptualism_N	postconceptualism_N
concrete_A	concretion_N
concrete_A	concretise_V
concrete_A	concretize_V
concrete_A	shotcrete_N
condensation_N	anticondensation_A
condensation_N	autocondensation_N
condensation_N	cocondensation_N
condensation_N	condensational_A
condensation_N	cryocondensation_N
condensation_N	cyclocondensation_N
condensation_N	decondensation_N
condensation_N	hypercondensation_N
condensation_N	polycondensation_N
condensation_N	quasicondensation_N
condensation_N	recondensation_N
condensation_N	selfcondensation_N
condensation_N	supercondensation_N
condensed_V	extracondensed_A
condom_N	condomed_A
condom_N	condomize_V
condom_N	condomless_A
condom_N	condomlike_A
conduction_N	chondroconduction_N
conduction_N	nonconduction_N
conduction_N	osteoconduction_N
conduction_N	photoconduction_N
conduction_N	semiconduction_N
conduction_N	superconduction_N
conductive_A	chondroconductive_A
conductive_A	conductively_D
conductive_A	electroconductive_A
conductive_A	nonconductive_A
conductive_A	osteoconductive_A
conductive_A	photoconductive_A
conductive_A	piezoconductive_A
conductive_A	semiconductive_A
conductive_A	superconductive_A
condylar_A	bicondylar_A
condylar_A	hemicondylar_A
condylar_A	intercondylar_A
condylar_A	postcondylar_A
condylar_A	precondylar_A
condylar_A	subcondylar_A
condylar_A	supracondylar_A
condylar_A	transcondylar_A
condyle_N	condylectomy_N
condyle_N	ectocondyle_N
condyle_N	entocondyle_N
condyle_N	epicondyle_N
condyle_N	hemicondyle_N
condyloma_N	condylomatosis_N
cone_N	coneflower_N
cone_N	conepiece_N
cone_N	conic_A
congenic_A	bicongenic_A
congenital_A	congenitally_D
congenital_A	congenitalness_N
congenital_A	noncongenital_A
conglomerate_N	adjective_A
conglomerate_N	conglomeratedqualifier_X
conglomerate_N	conglomerateur_N
conglomerate_N	conglomeratic_A
conglomerate_N	conglomeration_N
conglomerate_N	conglomerator_N
conid_N	anteroconid_N
conid_N	conulid_N
conid_N	hypoconid_N
conidiate_V	aconidiate_A
coniferol_N	coniferin_N
coniferol_N	coniferyl_N
conjunctiva_N	conjunctival_A
conjunctiva_N	conjunctiviplasty_X
conjunctiva_N	conjunctivitis_N
conjunctiva_N	conjunctivochalasis_N
conjunctiva_N	conjunctivodacryocystorhinostomy_N
conjunctiva_N	conjunctivodacryocystostomy_X
conjunctiva_N	conjunctivoma_X
conjunctiva_N	conjunctivoplasty_N
